1.058362899493658915e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.067181299935327843e-02,7.980666309595108032e-02,-1.289493637159466743e-03,-9.407683974131941795e-04,-9.968090653419494629e-01,1.403316622599959373e-03,8.642597822472453117e-04,1.688220165669918060e-02,-7.536662742495536804e-04,-9.065358899533748627e-03,-2.961740363389253616e-03,4.896938800811767578e-02,7.941720485687255859e-01,-1.534570693969726562e+00,-4.231089353561401367e-02,7.770199775695800781e-01,-1.521970152854919434e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.968270778656005859e-01,-1.519230961799621582e+00,8.155906200408935547e-02,1.330700516700744629e-01,-0.000000000000000000e+00,4.979395121335983276e-02,-1.571085155010223389e-01,-8.585164905525743961e-04,3.090659156441688538e-02,-3.949175775051116943e-02,-0.000000000000000000e+00,2.575549297034740448e-03,1.030219811946153641e-02,-8.070054650306701660e-02,1.527343750000000000e+00,3.515625000000000000e-02,3.234375000000000000e+00,-1.277343750000000000e+00,7.031250000000000000e-02,3.910156250000000000e+00,1.457031250000000000e+00,1.054687500000000000e-01,3.160156250000000000e+00,-1.347656250000000000e+00,-7.031250000000000000e-02,3.730468750000000000e+00,5.600000000000000000e+01,8.200000000000000000e+01,8.600000000000000000e+01,8.100000000000000000e+01
3.109962399321375415e-02,7.980666309595108032e-02,-1.289493637159466743e-03,-9.407683974131941795e-04,-9.968090653419494629e-01,1.403316622599959373e-03,8.642597822472453117e-04,1.688220165669918060e-02,-7.536662742495536804e-04,-9.065358899533748627e-03,-2.961740363389253616e-03,4.896938800811767578e-02,7.941720485687255859e-01,-1.534570693969726562e+00,-4.231089353561401367e-02,7.770199775695800781e-01,-1.521970152854919434e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.968270778656005859e-01,-1.519230961799621582e+00,8.155906200408935547e-02,1.330700516700744629e-01,-0.000000000000000000e+00,4.979395121335983276e-02,-1.571085155010223389e-01,-8.585164905525743961e-04,3.090659156441688538e-02,-3.949175775051116943e-02,-0.000000000000000000e+00,2.575549297034740448e-03,1.030219811946153641e-02,-8.070054650306701660e-02,1.527343750000000000e+00,3.515625000000000000e-02,3.234375000000000000e+00,-1.277343750000000000e+00,7.031250000000000000e-02,3.910156250000000000e+00,1.457031250000000000e+00,1.054687500000000000e-01,3.160156250000000000e+00,-1.347656250000000000e+00,-7.031250000000000000e-02,3.730468750000000000e+00,5.600000000000000000e+01,8.200000000000000000e+01,8.600000000000000000e+01,8.100000000000000000e+01
4.166893699584761634e-02,7.978837192058563232e-02,-1.316066249273717403e-03,-9.574119467288255692e-04,-9.968104958534240723e-01,1.305243815295398235e-03,1.005174475722014904e-03,1.758545637130737305e-02,6.703184451907873154e-03,3.717813873663544655e-03,-4.027004353702068329e-03,4.896938800811767578e-02,7.941298484802246094e-01,-1.534570693969726562e+00,-4.235303401947021484e-02,7.770621776580810547e-01,-1.522012352943420410e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513583898544311523e+00,-2.874106168746948242e-02,7.966582775115966797e-01,-1.519230961799621582e+00,1.030219718813896179e-01,-4.807692393660545349e-02,-8.585164905525743961e-04,-7.039834558963775635e-02,3.605769202113151550e-02,-1.365041285753250122e-01,3.090659156441688538e-02,-5.837912112474441528e-02,-1.682692319154739380e-01,5.065247043967247009e-02,-5.151099059730768204e-03,0.000000000000000000e+00,1.562500000000000000e+00,3.515625000000000000e-02,3.375000000000000000e+00,-1.382812500000000000e+00,-7.031250000000000000e-02,3.871093750000000000e+00,1.312500000000000000e+00,-7.031250000000000000e-02,2.843750000000000000e+00,-1.457031250000000000e+00,-1.757812500000000000e-01,3.554687500000000000e+00,5.600000000000000000e+01,8.300000000000000000e+01,8.600000000000000000e+01,8.000000000000000000e+01
5.168011399655370042e-02,7.978837192058563232e-02,-1.316066249273717403e-03,-9.574119467288255692e-04,-9.968104958534240723e-01,1.305243815295398235e-03,1.005174475722014904e-03,1.758545637130737305e-02,6.703184451907873154e-03,3.717813873663544655e-03,-4.027004353702068329e-03,4.896938800811767578e-02,7.941298484802246094e-01,-1.534570693969726562e+00,-4.235303401947021484e-02,7.770621776580810547e-01,-1.522012352943420410e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513583898544311523e+00,-2.874106168746948242e-02,7.966582775115966797e-01,-1.519230961799621582e+00,1.030219718813896179e-01,-4.807692393660545349e-02,-8.585164905525743961e-04,-7.039834558963775635e-02,3.605769202113151550e-02,-1.365041285753250122e-01,3.090659156441688538e-02,-5.837912112474441528e-02,-1.682692319154739380e-01,5.065247043967247009e-02,-5.151099059730768204e-03,0.000000000000000000e+00,1.562500000000000000e+00,3.515625000000000000e-02,3.375000000000000000e+00,-1.382812500000000000e+00,-7.031250000000000000e-02,3.871093750000000000e+00,1.312500000000000000e+00,-7.031250000000000000e-02,2.843750000000000000e+00,-1.457031250000000000e+00,-1.757812500000000000e-01,3.554687500000000000e+00,5.600000000000000000e+01,8.300000000000000000e+01,8.600000000000000000e+01,8.000000000000000000e+01
6.236124799761455506e-02,7.979811728000640869e-02,-1.328080194070935249e-03,-9.722366812638938427e-04,-9.968096613883972168e-01,2.373002935200929642e-03,5.632508546113967896e-04,1.711498014628887177e-02,-2.738527767360210419e-02,1.756625063717365265e-02,-7.222797721624374390e-03,4.892724752426147461e-02,7.941298484802246094e-01,-1.534570693969726562e+00,-4.235303401947021484e-02,7.770621776580810547e-01,-1.521970152854919434e+00,3.320813179016113281e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.967004776000976562e-01,-1.519230961799621582e+00,-3.605768829584121704e-02,2.489697746932506561e-02,-0.000000000000000000e+00,-4.120878875255584717e-02,0.000000000000000000e+00,5.151099059730768204e-03,-6.181318312883377075e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-1.802884601056575775e-02,1.101562500000000000e+00,1.406250000000000000e-01,3.234375000000000000e+00,-1.242187500000000000e+00,1.054687500000000000e-01,3.980468750000000000e+00,1.562500000000000000e+00,1.054687500000000000e-01,3.234375000000000000e+00,-1.382812500000000000e+00,-1.757812500000000000e-01,3.695312500000000000e+00,5.600000000000000000e+01,8.200000000000000000e+01,8.600000000000000000e+01,8.100000000000000000e+01
7.319702200038591400e-02,7.979811728000640869e-02,-1.328080194070935249e-03,-9.722366812638938427e-04,-9.968096613883972168e-01,2.373002935200929642e-03,5.632508546113967896e-04,1.711498014628887177e-02,-2.738527767360210419e-02,1.756625063717365265e-02,-7.222797721624374390e-03,4.892724752426147461e-02,7.941298484802246094e-01,-1.534570693969726562e+00,-4.235303401947021484e-02,7.770621776580810547e-01,-1.521970152854919434e+00,3.320813179016113281e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.967004776000976562e-01,-1.519230961799621582e+00,-3.605768829584121704e-02,2.489697746932506561e-02,-0.000000000000000000e+00,-4.120878875255584717e-02,0.000000000000000000e+00,5.151099059730768204e-03,-6.181318312883377075e-02,-0.000000000000000000e+00,-0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,-1.802884601056575775e-02,1.101562500000000000e+00,1.406250000000000000e-01,3.234375000000000000e+00,-1.242187500000000000e+00,1.054687500000000000e-01,3.980468750000000000e+00,1.562500000000000000e+00,1.054687500000000000e-01,3.234375000000000000e+00,-1.382812500000000000e+00,-1.757812500000000000e-01,3.695312500000000000e+00,5.600000000000000000e+01,8.200000000000000000e+01,8.600000000000000000e+01,8.100000000000000000e+01
8.421932299825130031e-02,7.977453619241714478e-02,-1.358707319013774395e-03,-9.987606899812817574e-04,-9.968115091323852539e-01,1.639152760617434978e-03,9.999346220865845680e-04,1.801742054522037506e-02,1.629056222736835480e-02,-6.934829987585544586e-03,-7.222797721624374390e-03,4.896938800811767578e-02,7.940876483917236328e-01,-1.534570693969726562e+00,-4.231089353561401367e-02,7.770621776580810547e-01,-1.521970152854919434e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.967426776885986328e-01,-1.519230961799621582e+00,2.489697560667991638e-02,7.726648449897766113e-02,-3.262362629175186157e-02,7.640796154737472534e-02,0.000000000000000000e+00,3.777472674846649170e-02,1.201923005282878876e-02,-0.000000000000000000e+00,1.030219811946153641e-02,-8.585164323449134827e-04,-9.443681687116622925e-03,-8.585164905525743961e-04,1.492187500000000000e+00,-1.406250000000000000e-01,3.234375000000000000e+00,-1.277343750000000000e+00,-1.757812500000000000e-01,3.660156250000000000e+00,1.777343750000000000e+00,3.515625000000000000e-02,2.949218750000000000e+00,-1.457031250000000000e+00,-1.406250000000000000e-01,3.625000000000000000e+00,5.700000000000000000e+01,8.200000000000000000e+01,8.700000000000000000e+01,8.000000000000000000e+01
9.519428099883953109e-02,7.978585362434387207e-02,-1.354535343125462532e-03,-9.940619347617030144e-04,-9.968106150627136230e-01,3.469164250418543816e-03,-3.898335562553256750e-04,1.701945252716541290e-02,-1.034104544669389725e-02,1.117466576397418976e-02,1.195196248590946198e-02,4.892724752426147461e-02,7.940456867218017578e-01,-1.534570693969726562e+00,-4.231089353561401367e-02,7.770621776580810547e-01,-1.521970152854919434e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.967004776000976562e-01,-1.519273042678833008e+00,-9.615384042263031006e-02,-9.615384787321090698e-02,-0.000000000000000000e+00,9.529532492160797119e-02,-1.717032981105148792e-03,-1.545329671353101730e-02,-0.000000000000000000e+00,-4.120879247784614563e-02,-0.000000000000000000e+00,3.434065729379653931e-03,8.585164905525743961e-04,-1.347870826721191406e-01,1.738281250000000000e+00,3.515625000000000000e-02,3.125000000000000000e+00,-1.421875000000000000e+00,0.000000000000000000e+00,3.765625000000000000e+00,1.421875000000000000e+00,0.000000000000000000e+00,3.125000000000000000e+00,-1.421875000000000000e+00,-2.109375000000000000e-01,3.765625000000000000e+00,5.600000000000000000e+01,8.200000000000000000e+01,8.600000000000000000e+01,8.100000000000000000e+01
1.062130849968525581e-01,7.978585362434387207e-02,-1.354535343125462532e-03,-9.940619347617030144e-04,-9.968106150627136230e-01,3.469164250418543816e-03,-3.898335562553256750e-04,1.701945252716541290e-02,-1.034104544669389725e-02,1.117466576397418976e-02,1.195196248590946198e-02,4.892724752426147461e-02,7.940456867218017578e-01,-1.534570693969726562e+00,-4.231089353561401367e-02,7.770621776580810547e-01,-1.521970152854919434e+00,3.325027227401733398e-02,7.809815406799316406e-01,-1.513541698455810547e+00,-2.874106168746948242e-02,7.967004776000976562e-01,-1.519273042678833008e+00,-9.615384042263031006e-02,-9.615384787321090698e-02,-0.000000000000000000e+00,9.529532492160797119e-02,-1.717032981105148792e-03,-1.545329671353101730e-02,-0.000000000000000000e+00,-4.120879247784614563e-02,-0.000000000000000000e+00,3.434065729379653931e-03,8.585164905525743961e-04,-1.347870826721191406e-01,1.738281250000000000e+00,3.515625000000000000e-02,3.125000000000000000e+00,-1.421875000000000000e+00,0.000000000000000000e+00,3.765625000000000000e+00,1.421875000000000000e+00,0.000000000000000000e+00,3.125000000000000000e+00,-1.421875000000000000e+00,-2.109375000000000000e-01,3.765625000000000000e+00,5.600000000000000000e+01,8.200000000000000000e+01,8.600000000000000000e+01,8.100000000000000000e+01
